"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
27003,"YHBA","medium_airport","Hervey Bay Airport",-25.3188991547,152.880004883,60,"OC","AU","AU-QLD","Hervey Bay","yes","YHBA","HVB",,,"http://en.wikipedia.org/wiki/Hervey_Bay_Airport",
27004,"YHID","medium_airport","Horn Island Airport",-10.586400032,142.289993286,43,"OC","AU","AU-QLD","Horn Island","yes","YHID","HID",,,"http://en.wikipedia.org/wiki/Horn_Island_Airport",
27005,"YHLC","medium_airport","Halls Creek Airport",-18.2339000701904,127.669998168945,1346,"OC","AU","AU-WA",,"no","YHLC","HCQ",,,,
27007,"YHML","medium_airport","Hamilton Airport",-37.6488990783691,142.065002441406,803,"OC","AU","AU-VIC",,"no","YHML","HLT",,,"http://en.wikipedia.org/wiki/Hamilton_Airport_(Australia)",
27008,"YHOT","medium_airport","Mount Hotham Airport",-37.0475006104,147.333999634,4260,"OC","AU","AU-VIC","Mount Hotham","yes","YHOT","MHU",,,"http://en.wikipedia.org/wiki/Mount_Hotham_Airport",
27010,"YHPN","medium_airport","Hopetoun Airport",-35.7153015136719,142.360000610352,256,"OC","AU","AU-VIC",,"no","YHPN","HTU",,,,
27011,"YHSM","medium_airport","Horsham Airport",-36.6697006225586,142.173004150391,445,"OC","AU","AU-VIC",,"no","YHSM","HSM",,,"http://en.wikipedia.org/wiki/Horsham_Airport",
27016,"YIVL","medium_airport","Inverell Airport",-29.888299942,151.143997192,2667,"OC","AU","AU-NSW","Inverell","no","YIVL","IVR",,,"http://en.wikipedia.org/wiki/Inverell_Airport",
27022,"YKER","medium_airport","Kerang Airport",-35.7513999938965,143.938995361328,254,"OC","AU","AU-VIC",,"no","YKER","KRA",,,"http://en.wikipedia.org/wiki/Kerang_Airport",
27023,"YKII","medium_airport","King Island Airport",-39.877498626709,143.878005981445,132,"OC","AU","AU-TAS",,"yes","YKII","KNS",,,"http://en.wikipedia.org/wiki/King_Island_Airport",
27025,"YKMP","medium_airport","Kempsey Airport",-31.0743999481201,152.770004272461,54,"OC","AU","AU-NSW",,"no","YKMP","KPS",,,,
27026,"YKOW","medium_airport","Kowanyama Airport",-15.4856004714966,141.751007080078,35,"OC","AU","AU-QLD","Kowanyama","yes","YKOW","KWM",,,"http://en.wikipedia.org/wiki/Kowanyama_Airport",
27027,"YKRY","medium_airport","Kingaroy Airport",-26.5807991027832,151.841003417969,1492,"OC","AU","AU-QLD",,"no","YKRY","KGY",,,,
27028,"YKSC","medium_airport","Kingscote Airport",-35.7139015197754,137.52099609375,24,"OC","AU","AU-SA",,"yes","YKSC","KGC",,,"http://en.wikipedia.org/wiki/Kingscote_Airport",
27030,"YLEC","medium_airport","Leigh Creek Airport",-30.5983009338379,138.425994873047,856,"OC","AU","AU-SA",,"no","YLEC","LGH",,,,
27032,"YLEO","medium_airport","Leonora Airport",-28.8780994415283,121.315002441406,1217,"OC","AU","AU-WA","Leonora","yes","YLEO","LNO",,"http://www.leonora.wa.gov.au/services_facilities/airport.html","http://en.wikipedia.org/wiki/Leonora_Airport",
27034,"YLHR","medium_airport","Lockhart River Airport",-12.7868995666504,143.304992675781,77,"OC","AU","AU-QLD",,"yes","YLHR","IRG",,,"http://en.wikipedia.org/wiki/Lockhart_River_Airport",
27035,"YLIS","medium_airport","Lismore Airport",-28.8302993774,153.259994507,35,"OC","AU","AU-NSW","Lismore","yes","YLIS","LSY",,,"http://en.wikipedia.org/wiki/Lismore_Airport",
27037,"YLRD","medium_airport","Lightning Ridge Airport",-29.4566993713379,147.983993530273,540,"OC","AU","AU-NSW",,"yes","YLRD","LHG",,,"http://en.wikipedia.org/wiki/Lightning_Ridge_Airport",
27038,"YLRE","medium_airport","Longreach Airport",-23.4342002869,144.279998779,627,"OC","AU","AU-QLD","Longreach","yes","YLRE","LRE",,,"http://en.wikipedia.org/wiki/Longreach_Airport",
27039,"YLST","medium_airport","Leinster Airport",-27.8432998657227,120.703002929688,1631,"OC","AU","AU-WA",,"yes","YLST","LER",,,"http://en.wikipedia.org/wiki/Leinster_Airport",
27041,"YLTV","medium_airport","Latrobe Valley Airport",-38.2071990967,146.470001221,180,"OC","AU","AU-VIC",,"no","YLTV","TGN",,,"http://en.wikipedia.org/wiki/Latrobe_Valley_Airport","Traralgon, Morwell"
27043,"YMAV","medium_airport","Avalon Airport",-38.0393981934,144.468994141,35,"OC","AU","AU-VIC","Melbourne","yes","YMAV","AVV",,,"http://en.wikipedia.org/wiki/Avalon_Airport","Lara, Geelong"
27044,"YMAY","medium_airport","Albury Airport",-36.067798614502,146.957992553711,539,"OC","AU","AU-NSW","Albury","yes","YMAY","ABX",,,"http://en.wikipedia.org/wiki/Albury_Airport",
27045,"YMBA","medium_airport","Mareeba Airport",-17.0692005157471,145.419006347656,1560,"OC","AU","AU-QLD",,"no","YMBA","MRG",,,,
27048,"YMDG","medium_airport","Mudgee Airport",-32.5625,149.610992432,1545,"OC","AU","AU-NSW","Mudgee","no","YMDG","DGE",,,"http://en.wikipedia.org/wiki/Mudgee_Airport",
27050,"YMEK","medium_airport","Meekatharra Airport",-26.6117000579834,118.547996520996,1713,"OC","AU","AU-WA",,"yes","YMEK","MKR",,,"http://en.wikipedia.org/wiki/Meekatharra_Airport",
27051,"YMEN","medium_airport","Melbourne Essendon Airport",-37.728099822998,144.901992797852,282,"OC","AU","AU-VIC",,"no","YMEN","MEB",,,"http://en.wikipedia.org/wiki/Essendon_Airport",
27052,"YMER","medium_airport","Merimbula Airport",-36.9085998535,149.901000977,7,"OC","AU","AU-NSW","Merimbula","yes","YMER","MIM",,,"http://en.wikipedia.org/wiki/Merimbula_Airport",
27053,"YMES","medium_airport","RAAF Base East Sale",-38.0988998413,147.149002075,23,"OC","AU","AU-VIC",,"no","YMES",,,"http://www.defence.gov.au/raaf/bases/eastsale/index.htm","http://en.wikipedia.org/wiki/West_Sale_Airport",
27055,"YMGD","medium_airport","Maningrida Airport",-12.0560998917,134.23399353,123,"OC","AU","AU-NT","Maningrida","yes","YMGD","MNG",,,"http://en.wikipedia.org/wiki/Maningrida_Airport",
27058,"YMHB","medium_airport","Hobart International Airport",-42.836101532,147.509994507,13,"OC","AU","AU-TAS","Hobart","yes","YMHB","HBA",,,"http://en.wikipedia.org/wiki/Hobart_International_Airport",
27060,"YMIA","medium_airport","Mildura Airport",-34.2291984558,142.085998535,167,"OC","AU","AU-VIC","Mildura","yes","YMIA","MQL",,"http://www.milduraairport.com.au/","http://en.wikipedia.org/wiki/Mildura_Airport",
27063,"YMLT","medium_airport","Launceston Airport",-41.54529953,147.214004517,562,"OC","AU","AU-TAS","Launceston","yes","YMLT","LST",,"http://www.launcestonairport.com.au/","http://en.wikipedia.org/wiki/Launceston_Airport",
27064,"YMMB","medium_airport","Melbourne Moorabbin Airport",-37.9757995605469,145.102005004883,50,"OC","AU","AU-VIC","Melbourne","yes","YMMB","MBW",,"http://www.moorabbinairport.com.au/","http://en.wikipedia.org/wiki/Moorabbin_Airport",
27066,"YMML","large_airport","Melbourne International Airport",-37.6733016967773,144.843002319336,434,"OC","AU","AU-VIC","Melbourne","yes","YMML","MEL",,,"http://en.wikipedia.org/wiki/Melbourne_Airport",
27069,"YMNE","medium_airport","Mount Keith Airport",-27.2863998413086,120.555000305176,1792,"OC","AU","AU-WA",,"no","YMNE","WME",,,,
27071,"YMOG","medium_airport","Mount Magnet Airport",-28.1161003112793,117.842002868652,1354,"OC","AU","AU-WA",,"yes","YMOG","MMG",,,"http://en.wikipedia.org/wiki/Mount_Magnet_Airport",
27072,"YMOR","medium_airport","Moree Airport",-29.4988994598,149.845001221,701,"OC","AU","AU-NSW","Moree","yes","YMOR","MRZ",,,"http://en.wikipedia.org/wiki/Moree_Airport",
27073,"YMPC","medium_airport","RAAF Williams, Point Cook Base",-37.932201385498,144.753005981445,14,"OC","AU","AU-VIC","Point Cook","no","YMPC",,,,"http://en.wikipedia.org/wiki/RAAF_Williams",
27074,"YMRB","medium_airport","Moranbah Airport",-22.057800293,148.07699585,770,"OC","AU","AU-QLD","Moranbah","yes","YMRB","MOV",,,"http://en.wikipedia.org/wiki/Moranbah_Airport",
27075,"YMRY","medium_airport","Moruya Airport",-35.8978004456,150.143997192,14,"OC","AU","AU-NSW","Moruya","yes","YMRY","MYA",,,"http://en.wikipedia.org/wiki/Moruya_Airport","RAAF Moruya"
27076,"YMTG","medium_airport","Mount Gambier Airport",-37.7456016540527,140.785003662109,212,"OC","AU","AU-SA",,"yes","YMTG","MGB",,,"http://en.wikipedia.org/wiki/Mount_Gambier_Airport",
27081,"YNAR","medium_airport","Narrandera Airport",-34.7022018433,146.511993408,474,"OC","AU","AU-NSW","Narrandera","yes","YNAR","NRA",,,"http://en.wikipedia.org/wiki/Narrandera_Airport",
27082,"YNBR","medium_airport","Narrabri Airport",-30.3192005157,149.82699585,788,"OC","AU","AU-NSW","Narrabri","yes","YNBR","NAA",,"http://narrabri.cfm.predelegation.com/index.cfm?page_id=1249","http://en.wikipedia.org/wiki/Narrabri_Airport",
27083,"YNGU","medium_airport","Ngukurr Airport",-14.7228002548218,134.746994018555,45,"OC","AU","AU-NT",,"no","YNGU","RPM",,,,
27086,"YNRM","medium_airport","Narromine Airport",-32.2146987915039,148.225006103516,782,"OC","AU","AU-NSW",,"no","YNRM","QRM",,,,
27088,"YNTN","medium_airport","Normanton Airport",-17.6835994720459,141.070007324219,73,"OC","AU","AU-QLD",,"yes","YNTN","NTN",,,"http://en.wikipedia.org/wiki/Normanton_Airport",
27090,"YNWN","medium_airport","Newman Airport",-23.4178009033,119.803001404,1724,"OC","AU","AU-WA","Newman","yes","YNWN","ZNE",,,"http://en.wikipedia.org/wiki/Newman_Airport",
27095,"YORG","medium_airport","Orange Airport",-33.3816986084,149.132995605,3115,"OC","AU","AU-NSW","Orange","no","YORG","OAG",,,"http://en.wikipedia.org/wiki/Orange_Airport",
27096,"YPAD","medium_airport","Adelaide International Airport",-34.9449996948242,138.531005859375,20,"OC","AU","AU-SA","Adelaide","yes","YPAD","ADL",,,"http://en.wikipedia.org/wiki/Adelaide_International_Airport",
27097,"YPAG","medium_airport","Port Augusta Airport",-32.5069007873535,137.716995239258,56,"OC","AU","AU-SA",,"yes","YPAG","PUG",,,"http://en.wikipedia.org/wiki/Port_Augusta_Airport",
27099,"YPBO","medium_airport","Paraburdoo Airport",-23.1711006165,117.745002747,1406,"OC","AU","AU-WA","Paraburdoo","yes","YPBO","PBO",,,"http://en.wikipedia.org/wiki/Paraburdoo_Airport",
27100,"YPCC","medium_airport","Cocos (Keeling) Islands Airport",-12.1883001328,96.8339004517,10,"AS","CC","CC-U-A","Cocos (Keeling) Islands","yes","YPCC","CCK",,,"http://en.wikipedia.org/wiki/Cocos_(Keeling)_Island_International_Airport",
27101,"YPDN","medium_airport","Darwin International Airport",-12.4146995544434,130.876998901367,103,"OC","AU","AU-NT","Darwin","yes","YPDN","DRW",,"http://www.darwin-airport.com.au/","http://en.wikipedia.org/wiki/Darwin_International_Airport","RAAF Base Darwin"
27102,"YPEA","medium_airport","RAAF Base Pearce",-31.6678009033203,116.014999389648,149,"OC","AU","AU-WA","Bullsbrook","no","YPEA",,,,"http://en.wikipedia.org/wiki/RAAF_Base_Pearce",
27103,"YPED","medium_airport","RAAF Base Edinburgh",-34.7024993896484,138.621002197266,67,"OC","AU","AU-SA","Adelaide","no","YPED",,,"http://www.raaf.gov.au/organisation/info_on/bases/edinburgh/index.htm","http://en.wikipedia.org/wiki/RAAF_Base_Edinburgh",
27104,"YPGV","medium_airport","Gove Airport",-12.2693996429,136.817993164,192,"OC","AU","AU-NT","Nhulunbuy","yes","YPGV","GOV",,,"http://en.wikipedia.org/wiki/Gove_Airport",
27105,"YPIR","medium_airport","Port Pirie Airport",-33.238899230957,137.994995117188,40,"OC","AU","AU-SA",,"no","YPIR","PPI",,,,
27106,"YPJT","medium_airport","Perth Jandakot Airport",-32.0974998474121,115.880996704102,99,"OC","AU","AU-WA","Perth","no","YPJT","JAD",,,"http://en.wikipedia.org/wiki/Jandakot_Airport",
27107,"YPKA","medium_airport","Karratha Airport",-20.7122001648,116.773002625,29,"OC","AU","AU-WA","Karratha","yes","YPKA","KTA",,,"http://en.wikipedia.org/wiki/Karratha_Airport",
27108,"YPKG","medium_airport","Kalgoorlie Boulder Airport",-30.7894001007,121.461997986,1203,"OC","AU","AU-WA","Kalgoorlie","yes","YPKG","KGI",,,"http://en.wikipedia.org/wiki/Kalgoorlie-Boulder_Airport",
27109,"YPKS","medium_airport","Parkes Airport",-33.131401062,148.238998413,1069,"OC","AU","AU-NSW","Parkes","yes","YPKS","PKE",,,"http://en.wikipedia.org/wiki/Parkes_Airport",
27110,"YPKT","medium_airport","Port Keats Airport",-14.25,129.529006958008,91,"OC","AU","AU-NT",,"no","YPKT","PKT",,,,
27111,"YPKU","medium_airport","Kununurra Airport",-15.7781000137,128.707992554,145,"OC","AU","AU-WA","Kununurra","yes","YPKU","KNX",,,"http://en.wikipedia.org/wiki/Kununurra_Airport",
27112,"YPLC","medium_airport","Port Lincoln Airport",-34.6053009033,135.880004883,36,"OC","AU","AU-SA","Port Lincoln","yes","YPLC","PLO",,,"http://en.wikipedia.org/wiki/Port_Lincoln_Airport",
27113,"YPLM","medium_airport","Learmonth Airport",-22.2355995178,114.088996887,19,"OC","AU","AU-WA","Exmouth","yes","YPLM","LEA",,,"http://en.wikipedia.org/wiki/RAAF_Learmonth","RAAF Learmonth"
27115,"YPMQ","medium_airport","Port Macquarie Airport",-31.4358005524,152.863006592,12,"OC","AU","AU-NSW","Port Macquarie","yes","YPMQ","PQQ",,"http://www.hastings.nsw.gov.au/www/html/455-welcome-to-port-macquarie-airport.asp?intLocationID=455","http://en.wikipedia.org/wiki/Port_Macquarie_Airport",
27116,"YPOD","medium_airport","Portland Airport",-38.3180999755859,141.470993041992,265,"OC","AU","AU-VIC",,"yes","YPOD","PTJ",,,"http://en.wikipedia.org/wiki/Portland_Airport_(Australia)",
27117,"YPPD","medium_airport","Port Hedland International Airport",-20.3777999878,118.625999451,33,"OC","AU","AU-WA","Port Hedland","yes","YPPD","PHE",,,"http://en.wikipedia.org/wiki/Port_Hedland_International_Airport",
27119,"YPPH","large_airport","Perth International Airport",-31.940299987793,115.967002868652,67,"OC","AU","AU-WA","Perth","yes","YPPH","PER",,,"http://en.wikipedia.org/wiki/Perth_Airport",
27120,"YPTN","medium_airport","Tindal Airport",-14.5211000442505,132.378005981445,443,"OC","AU","AU-NT",,"no","YPTN","KTR",,,"http://en.wikipedia.org/wiki/RAAF_Base_Tindal","RAAF Base Tindal"
27122,"YPXM","medium_airport","Christmas Island Airport",-10.4505996704102,105.690002441406,916,"AS","CX","CX-U-A","Christmas Island","yes","YPXM","XCH",,"http://www.christmasislandairport.com/","http://en.wikipedia.org/wiki/Christmas_Island_Airport",
27124,"YQLP","medium_airport","Quilpie Airport",-26.6121997833252,144.253005981445,655,"OC","AU","AU-QLD",,"yes","YQLP","ULP",,,"http://en.wikipedia.org/wiki/Quilpie_Airport",
27125,"YREN","medium_airport","Renmark Airport",-34.1963996887207,140.67399597168,115,"OC","AU","AU-SA",,"no","YREN","RMK",,,,
27128,"YROM","medium_airport","Roma Airport",-26.5450000763,148.774993896,1032,"OC","AU","AU-QLD","Roma","yes","YROM","RMA",,,"http://en.wikipedia.org/wiki/Roma_Airport",
27129,"YRTI","medium_airport","Rottnest Island Airport",-32.0066986083984,115.540000915527,12,"OC","AU","AU-WA",,"no","YRTI","RTS",,,,
27130,"YSBK","medium_airport","Sydney Bankstown Airport",-33.9244003295898,150.988006591797,29,"OC","AU","AU-NSW","Sydney","no","YSBK","BWU",,,"http://en.wikipedia.org/wiki/Bankstown_Airport",
27131,"YSCB","large_airport","Canberra International Airport",-35.3069000244141,149.195007324219,1886,"OC","AU","AU-ACT","Canberra","yes","YSCB","CBR",,,"http://en.wikipedia.org/wiki/Canberra_International_Airport","RAAF Base Fairbairn"
27132,"YSCH","medium_airport","Coffs Harbour Airport",-30.3206005096,153.115997314,18,"OC","AU","AU-NSW","Coffs Harbour","yes","YCFS","CFS",,,"http://en.wikipedia.org/wiki/Coffs_Harbour_Airport","YSCH, RAAF Base Coffs Harbour"
27133,"YSCN","medium_airport","Camden Airport",-34.0402984619141,150.686996459961,230,"OC","AU","AU-NSW",,"no","YSCN","CDU",,,"http://en.wikipedia.org/wiki/Camden_Airport",
27135,"YSDU","medium_airport","Dubbo City Regional Airport",-32.2167015076,148.574996948,935,"OC","AU","AU-NSW","Dubbo","yes","YSDU","DBO",,"http://www.dubbo.nsw.gov.au/BusinessandIndustry/DubboCityRegionalAirport.html","http://en.wikipedia.org/wiki/Dubbo_Airport",
27137,"YSHK","medium_airport","Shark Bay Airport",-25.8938999176025,113.577003479004,111,"OC","AU","AU-WA",,"yes","YSHK","DNM",,,"http://en.wikipedia.org/wiki/Shark_Bay_Airport",
27138,"YSHT","medium_airport","Shepparton Airport",-36.4289016723633,145.393005371094,374,"OC","AU","AU-VIC",,"no","YSHT","SHT",,,"http://en.wikipedia.org/wiki/Shepparton_Airport",
27139,"YSMI","medium_airport","Smithton Airport",-40.8349990844727,145.083999633789,31,"OC","AU","AU-TAS",,"no","YSMI","SIO",,,"http://en.wikipedia.org/wiki/Smithton_Airport",
27140,"YSNB","medium_airport","Snake Bay Airport",-11.4228000640869,130.654006958008,173,"OC","AU","AU-NT",,"no","YSNB","SNB",,,,
27141,"YSNF","medium_airport","Norfolk Island International Airport",-29.0415992736816,167.938995361328,371,"OC","NF","NF-U-A","Burnt Pine","yes","YSNF","NLK",,"http://www.airport.gov.nf/","http://en.wikipedia.org/wiki/Norfolk_Island_Airport",
27142,"YSNW","medium_airport","Nowra Airport",-34.9488983154297,150.537002563477,400,"OC","AU","AU-NSW",,"no","YSNW","NOA",,,,
27144,"YSRI","medium_airport","RAAF Base Richmond",-33.6006011963,150.781005859,67,"OC","AU","AU-NSW","Richmond","no","YSRI","XRH",,,"http://en.wikipedia.org/wiki/RAAF_Base_Richmond","Richmond Airport"
27145,"YSSY","large_airport","Sydney Kingsford Smith International Airport",-33.9460983276367,151.177001953125,21,"OC","AU","AU-NSW","Sydney","yes","YSSY","SYD",,"http://www.sydneyairport.com.au/","http://en.wikipedia.org/wiki/Kingsford_Smith_International_Airport","RAAF Station Mascot"
27147,"YSTW","medium_airport","Tamworth Airport",-31.0839004517,150.847000122,1334,"OC","AU","AU-NSW","Tamworth","yes","YSTW","TMW",,"http://www.tamworth.nsw.gov.au/Council/Council-Enterprises-and-Venues/Tamworth-Regional-Airport/Tamworth-Regional-Airport/defaul","http://en.wikipedia.org/wiki/Tamworth_Airport",
27148,"YSWG","medium_airport","Wagga Wagga City Airport",-35.1652984619,147.466003418,724,"OC","AU","AU-NSW","Wagga Wagga","yes","YSWG","WGA",,"http://www.wagga.nsw.gov.au/www/html/271-airport.asp","http://en.wikipedia.org/wiki/Wagga_Wagga_Airport","RAAF Base Wagga"
27149,"YSWH","medium_airport","Swan Hill Airport",-35.3758010864258,143.533004760742,234,"OC","AU","AU-VIC",,"no","YSWH","SWH",,,"http://en.wikipedia.org/wiki/Swan_Hill_Airport",
27150,"YSWL","medium_airport","Stawell Airport",-37.0717010498047,142.740997314453,807,"OC","AU","AU-VIC",,"no","YSWL","SWC",,,"http://en.wikipedia.org/wiki/Stawell_Airport",
27152,"YTEF","medium_airport","Telfer Airport",-21.7150001525879,122.228996276855,970,"OC","AU","AU-WA",,"no","YTEF","TEF",,,,
27153,"YTEM","medium_airport","Temora Airport",-34.4213981628418,147.511993408203,921,"OC","AU","AU-NSW",,"no","YTEM","TEM",,,,
27154,"YTGM","medium_airport","Thargomindah Airport",-27.986400604248,143.811004638672,433,"OC","AU","AU-QLD",,"yes","YTGM","XTG",,,"http://en.wikipedia.org/wiki/Thargomindah_Airport",
27155,"YTIB","medium_airport","Tibooburra Airport",-29.451099395752,142.057998657227,584,"OC","AU","AU-NSW",,"no","YTIB","TYB",,,,
27157,"YTMU","medium_airport","Tumut Airport",-35.2627983093262,148.240997314453,878,"OC","AU","AU-NSW",,"no","YTMU","TUM",,,,
27158,"YTNG","medium_airport","Thangool Airport",-24.4939002990723,150.57600402832,644,"OC","AU","AU-QLD","Biloela","yes","YTNG","THG",,,"http://en.wikipedia.org/wiki/Thangool_Airport",
27159,"YTNK","medium_airport","Tennant Creek Airport",-19.6343994140625,134.182998657227,1236,"OC","AU","AU-NT","Tennant Creek","yes","YTNK","TCA",,"http://www.tennantcreekairport.com.au/","http://en.wikipedia.org/wiki/Tennant_Creek_Airport",
27161,"YTRE","medium_airport","Taree Airport",-31.8885993958,152.514007568,38,"OC","AU","AU-NSW","Taree","yes","YTRE","TRO",,,,
27163,"YTWB","medium_airport","Toowoomba Airport",-27.5428009033203,151.916000366211,2086,"OC","AU","AU-QLD",,"no","YTWB","TWB",,,"http://en.wikipedia.org/wiki/Victoria_River_Downs_Airport",
27168,"YWDH","medium_airport","Windorah Airport",-25.4130992889404,142.667007446289,452,"OC","AU","AU-QLD",,"yes","YWDH","WNR",,,"http://en.wikipedia.org/wiki/Windorah_Airport",
27169,"YWGT","medium_airport","Wangaratta Airport",-36.4157981872559,146.307006835938,504,"OC","AU","AU-VIC",,"no","YWGT","WGT",,,"http://en.wikipedia.org/wiki/Wangaratta_Airport",
27170,"YWHA","medium_airport","Whyalla Airport",-33.0588989257812,137.514007568359,41,"OC","AU","AU-SA","Whyalla","yes","YWHA","WYA",,,"http://en.wikipedia.org/wiki/Whyalla_Airport",
27172,"YWKB","medium_airport","Warracknabeal Airport",-36.3210983276367,142.419006347656,397,"OC","AU","AU-VIC",,"no","YWKB","WKB",,,"http://en.wikipedia.org/wiki/Warracknabeal_Airport",
27174,"YWLG","medium_airport","Walgett Airport",-30.0328006744385,148.126007080078,439,"OC","AU","AU-NSW",,"no","YWLG","WGE",,,"http://en.wikipedia.org/wiki/Walgett_Airport",
27175,"YWLM","medium_airport","Newcastle Airport",-32.7949981689453,151.833999633789,31,"OC","AU","AU-NSW","Williamtown","yes","YWLM","NTL",,,"http://en.wikipedia.org/wiki/Newcastle_Airport_(Williamtown)","RAAF Base Williamtown"
27176,"YWLU","medium_airport","Wiluna Airport",-26.6291999816895,120.221000671387,1649,"OC","AU","AU-WA",,"yes","YWLU","WUN",,,"http://en.wikipedia.org/wiki/Wiluna_Airport",
27177,"YWOL","medium_airport","Wollongong Airport",-34.5611000061035,150.789001464844,31,"OC","AU","AU-NSW",,"yes","YWOL","WOL",,,"http://en.wikipedia.org/wiki/Wollongong_Airport","RAAF Albion Park"
27178,"YWRN","medium_airport","Warren Airport",-31.7332992553711,147.802993774414,669,"OC","AU","AU-NSW",,"no","YWRN","QRR",,,,
27179,"YWSL","medium_airport","West Sale Airport",-38.090827,146.965335,72,"OC","AU","AU-VIC","Sale","no","YWSL","SXE",,,"http://en.wikipedia.org/wiki/West_Sale_Airport",
27180,"YWTN","medium_airport","Winton Airport",-22.3635997772217,143.085998535156,638,"OC","AU","AU-QLD",,"yes","YWTN","WIN",,,"http://en.wikipedia.org/wiki/Winton_Airport",
27182,"YWWL","medium_airport","West Wyalong Airport",-33.9371986389,147.190994263,859,"OC","AU","AU-NSW","West Wyalong","no","YWWL","WWY",,,"http://en.wikipedia.org/wiki/West_Wyalong_Airport",
27184,"YWYY","medium_airport","Wynyard Airport",-40.9989013671875,145.731002807617,62,"OC","AU","AU-TAS","Burnie","yes","YWYY","BWT",,,"http://en.wikipedia.org/wiki/Burnie_Airport",
27186,"YYNG","medium_airport","Young Airport",-34.2555999755859,148.248001098633,1267,"OC","AU","AU-NSW",,"no","YYNG","NGA",,,,
27188,"ZBAA","large_airport","Beijing Capital International Airport",40.0801010131836,116.584999084473,116,"AS","CN","CN-11","Beijing","yes","ZBAA","PEK",,"http://en.bcia.com.cn/","http://en.wikipedia.org/wiki/Beijing_Capital_International_Airport","BJS, Bejing, Peking, Olympics"
32006,"ZBBB","medium_airport","Beijing Xijiao Airport",39.9608001708984,116.25700378418,,"AS","CN","CN-11","Beijing","no","ZBBB",,,,,"BJS, Beijing City Airport"
30829,"ZBCF","medium_airport","Chifeng Airport",42.2350006103516,118.907997131348,,"AS","CN","CN-15","Chifeng","yes","ZBCF","CIF",,,"http://en.wikipedia.org/wiki/Chifeng_Airport",
300513,"ZBDS","medium_airport","Ordos Ejin Horo Airport",39.49,109.861388889,4557,"AS","CN","CN-15","Ordos","yes","ZBDS","DSN",,,"http://en.wikipedia.org/wiki/Ordos_Ejin_Horo_Airport",
300671,"ZBER","medium_airport","Erenhot Saiwusu International Airport",43.4225,112.096666667,3301,"AS","CN","CN-15","Erenhot,","yes","ZBER","ERL",,,"http://en.wikipedia.org/wiki/Erenhot_Saiwusu_International_Airport","Saiwusu Airport"
300860,"ZBHD","medium_airport","Handan Airport",36.5258333333,114.425555556,229,"AS","CN","CN-42","Handan","yes","ZBHD","HDG",,,"http://en.wikipedia.org/wiki/Handan_Airport",
27189,"ZBHH","medium_airport","Baita International Airport",40.851398468,111.823997498,3556,"AS","CN","CN-15","Hohhot","yes","ZBHH","HET",,,"http://en.wikipedia.org/wiki/Hohhot_Baita_International_Airport",
27190,"ZBLA","medium_airport","Dongshan Airport",49.2050018311,119.824996948,2169,"AS","CN","CN-15","Hailar","yes","ZBLA","HLD",,,"http://en.wikipedia.org/wiki/Hailar_Dongshan_Airport",
44093,"ZBNY","large_airport","Beijing Nanyuan Airport",39.7827987670898,116.388000488281,,"AS","CN","CN-11","Beijing","yes","ZBNY","NAY",,,"http://en.wikipedia.org/wiki/Nanyuan_Airport",
30679,"ZBOW","medium_airport","Baotou Airport",40.560001373291,109.997001647949,3321,"AS","CN","CN-15","Baotou","yes","ZBOW","BAV",,,"http://en.wikipedia.org/wiki/Baotou_Airport",
32295,"ZBSH","medium_airport","Shanhaiguan Airport",39.9681015015,119.731002808,30,"AS","CN","CN-13","Qinhuangdao","yes","ZBSH","SHP",,,"http://en.wikipedia.org/wiki/Qinhuangdao_Shanhaiguan_Airport",
27191,"ZBSJ","medium_airport","Shijiazhuang Daguocun International Airport",38.2807006835938,114.696998596191,233,"AS","CN","CN-13","Shijiazhuang","yes","ZBSJ","SJW",,,"http://en.wikipedia.org/wiki/Shijiazhuang_Daguocun_International_Airport","Zhengding"
27192,"ZBTJ","large_airport","Tianjin Binhai International Airport",39.1244010925,117.346000671,10,"AS","CN","CN-12","Tianjin","yes","ZBTJ","TSN",,,"http://en.wikipedia.org/wiki/Tianjin_Binhai_International_Airport",
32440,"ZBTL","medium_airport","Tongliao Airport",43.5567016601562,122.199996948242,,"AS","CN","CN-15","Tongliao","yes","ZBTL","TGO",,,"http://en.wikipedia.org/wiki/Tongliao_Airport",
32700,"ZBXH","medium_airport","Xilinhot Airport",43.915599822998,115.963996887207,,"AS","CN","CN-15","Xilinhot","yes","ZBXH","XIL",,,"http://en.wikipedia.org/wiki/Xilinhot_Airport",
27193,"ZBYN","large_airport","Taiyuan Wusu Airport",37.746898651123,112.627998352051,2575,"AS","CN","CN-14","Taiyuan","yes","ZBYN","TYN",,,"http://en.wikipedia.org/wiki/Taiyuan_Wusu_Airport",
30825,"ZGCD","medium_airport","Changde Airport",28.9188995361,111.63999939,128,"AS","CN","CN-43","Changde","yes","ZGCD","CGD",,,"http://en.wikipedia.org/wiki/Changde_Taohuayuan_Airport",
300890,"ZGCJ","medium_airport","Zhijiang Airport",27.4411111111,109.7,882,"AS","CN","CN-43","Huaihua","yes","ZGCJ","HJJ",,,"http://en.wikipedia.org/wiki/Zhijiang_Airport","Chihkiang Airfield"
